"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"2333","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2334","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2335","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2336","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'"
"2337","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2338","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2339","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2340","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Below the national average'","'Same as the national average'"
"2341","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2342","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Below the national average'"
"2343","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2344","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2345","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'"
"2346","'Acute Care Hospitals'","'Government - State'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'"
"2347","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2348","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2349","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2350","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"2351","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2352","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2353","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2354","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2355","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2356","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2357","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2358","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2359","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2360","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"2361","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2362","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'"
"2363","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"2364","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2365","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'","'Not Available'"
"2366","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2367","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2368","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2369","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2370","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2371","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2372","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2373","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2374","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"2375","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"2376","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2377","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2378","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2379","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2380","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'"
"2381","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2382","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'"
"2383","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2384","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2385","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2386","'Acute Care Hospitals'","'Government - Federal'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2387","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2388","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"2389","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2390","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2391","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2392","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"2393","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2394","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2395","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2396","'Acute Care Hospitals'","Proprietary","No","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2397","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2398","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Below the national average'"
"2399","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Below the national average'","'Above the national average'","'Not Available'"
"2400","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2401","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2402","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2403","'Acute Care Hospitals'","'Government - Hospital District or Authority'","No","?","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Below the national average'","'Above the national average'","'Not Available'"
"2404","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2405","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2406","'Acute Care Hospitals'","'Voluntary non-profit - Private'","No","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2407","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2408","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2409","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2410","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Below the national average'","'Below the national average'"
"2411","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'"
"2412","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2413","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2414","'Acute Care Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2415","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2416","'Acute Care Hospitals'","Proprietary","Yes","?","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Below the national average'","'Below the national average'","'Below the national average'","'Not Available'"
"2417","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2418","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Below the national average'","'Same as the national average'","'Not Available'"
"2419","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2420","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2421","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2422","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2423","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2424","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"2425","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2426","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2427","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2428","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2429","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2430","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"2431","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2432","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2433","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2434","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2435","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2436","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2437","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Not Available'"
"2438","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2439","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2440","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2441","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2442","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2443","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2444","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Not Available'"
"2445","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2446","'Acute Care Hospitals'","'Government - Federal'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2447","'Acute Care Hospitals'","Physician","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"2448","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"2449","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2450","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Above the national average'","'Not Available'"
"2451","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2452","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2453","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2454","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"2455","'Critical Access Hospitals'","'Government - Federal'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"2456","'Critical Access Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2457","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2458","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2459","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2460","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"2461","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2462","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"2463","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2464","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2465","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"2466","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Above the national average'","'Not Available'"
"2467","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"2468","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2469","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Above the national average'","'Same as the national average'"
"2470","'Acute Care Hospitals'","Proprietary","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
