"","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"1679","Proprietary","Yes","Y","LHQ","Above the national average","Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","Below the national average"
"1680","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Above the national average","Below the national average","Same as the national average"
"1681","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1682","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1683","Proprietary","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","Below the national average","Same as the national average"
"1684","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Below the national average","Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1685","Voluntary non-profit - Other","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1686","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1687","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Below the national average","Above the national average","Below the national average","Above the national average","Below the national average","Above the national average"
"1688","Voluntary non-profit - Other","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1689","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average"
"1690","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1691","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1692","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Same as the national average","Above the national average"
"1693","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1694","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average"
"1695","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1696","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1697","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1698","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1699","Voluntary non-profit - Other","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average"
"1700","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1701","Voluntary non-profit - Other","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","Below the national average","Above the national average"
"1702","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Below the national average","Above the national average"
"1703","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1704","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1705","Government - Hospital District or Authority","Yes","Y","LHQ","Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Above the national average"
"1706","Government - Hospital District or Authority","Yes","Y","LHQ","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1707","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1708","Proprietary","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1709","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Above the national average","Below the national average","Same as the national average"
"1710","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1711","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1712","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1713","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1714","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1715","Government - Hospital District or Authority","Yes","Y","LHQ","Below the national average","Above the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Above the national average"
"1716","Voluntary non-profit - Church","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1717","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1718","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average"
"1719","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average"
"1720","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1721","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average"
"1722","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average"
"1723","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1724","Government - Hospital District or Authority","Yes","Y","LHQ","Below the national average","Below the national average","Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1725","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1726","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1727","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1728","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1729","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average"
"1730","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1731","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Above the national average","Below the national average","Below the national average","Above the national average","Above the national average","Same as the national average"
"1732","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1733","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Above the national average","Above the national average"
"1734","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1735","Proprietary","Yes","Y","LHQ","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1736","Proprietary","Yes","Y","LHQ","Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1737","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1738","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1739","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1740","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1741","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1742","Proprietary","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1743","Proprietary","Yes","Y","LHQ","Below the national average","Below the national average","Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1744","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average"
"1745","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1746","Proprietary","Yes","Y","LHQ","Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1747","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1748","Proprietary","Yes","Y","LHQ","Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1749","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1750","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1751","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Same as the national average"
"1752","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1753","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1754","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1755","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1756","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1757","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1758","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Above the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1759","Voluntary non-profit - Other","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1760","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1761","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1762","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Above the national average"
"1763","Voluntary non-profit - Other","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1764","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1765","Government - Hospital District or Authority","Yes","Y","LHQ","Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1766","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1767","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1768","Government - Hospital District or Authority","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1769","Voluntary non-profit - Church","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average"
"1770","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1771","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1772","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1773","Voluntary non-profit - Church","No","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1774","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1775","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average"
"1776","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1777","Proprietary","Yes","Y","LHQ","Above the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1778","Government - Local","No","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average"
"1779","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1780","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Above the national average"
"1781","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1782","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","Same as the national average"
"1783","Voluntary non-profit - Other","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","Below the national average"
"1784","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1785","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1786","Voluntary non-profit - Church","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1787","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1788","Voluntary non-profit - Other","Yes","Y","LHQ","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Above the national average","Above the national average"
"1789","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1790","Proprietary","Yes","Y","LHQ","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1791","Government - Local","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average"
"1792","Government - Local","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average"
"1793","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1794","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average"
"1795","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1796","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Below the national average"
"1797","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average"
"1798","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average"
"1799","Proprietary","Yes","Y","LHQ","Below the national average","Same as the national average","Above the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1800","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Below the national average","Below the national average"
"1801","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1802","Government - Federal","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","Above the national average"
"1803","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1804","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1805","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","Below the national average"
"1806","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average"
"1807","Voluntary non-profit - Other","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Above the national average","Below the national average"
"1808","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1809","Voluntary non-profit - Church","Yes","Y","LHQ","Below the national average","Below the national average","Above the national average","Below the national average","Same as the national average","Above the national average","Same as the national average"
"1810","Proprietary","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1811","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average"
"1812","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1813","Government - Hospital District or Authority","Yes","Y","LHQ","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average"
"1814","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average"
"1815","Voluntary non-profit - Church","Yes","Y","LHQ","Below the national average","Below the national average","Above the national average","Above the national average","Same as the national average","Below the national average","Same as the national average"
"1816","Proprietary","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average"
"1817","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1818","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average"
"1819","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1820","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1821","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average"
"1822","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","Above the national average"
"1823","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1824","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average"
"1825","Proprietary","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1826","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average"
"1827","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average"
"1828","Proprietary","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average"
"1829","Voluntary non-profit - Other","No","Y","LHQ","Below the national average","Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1830","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1831","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1832","Voluntary non-profit - Private","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1833","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average"
"1834","Voluntary non-profit - Church","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average"
"1835","Voluntary non-profit - Church","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1836","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1837","Voluntary non-profit - Church","Yes","Y","LHQ","Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","Below the national average","Above the national average"
"1838","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Below the national average"
"1839","Voluntary non-profit - Private","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
"1840","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","Below the national average","Below the national average"
"1841","Voluntary non-profit - Other","Yes","Y","LHQ","Below the national average","Below the national average","Below the national average","Below the national average","Above the national average","Below the national average","Above the national average"
"1842","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1843","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average"
"1844","Government - Local","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average"
"1845","Proprietary","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Below the national average"
"1846","Voluntary non-profit - Other","Yes","Y","LHQ","Below the national average","Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","Above the national average"
"1847","Government - Local","Yes","Y","LHQ","Same as the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average"
"1848","Proprietary","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1849","Government - Local","Yes","Y","LHQ","Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1850","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1851","Voluntary non-profit - Private","Yes","Y","LHQ","Same as the national average","Below the national average","Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average"
"1852","Proprietary","Yes","Y","LHQ","Same as the national average","Above the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average"
